postal_code,delivery_means,weekday,available_delivery
73005,HD,Κυριακή,1
73006,HD,Τετάρτη,1
73006,HD,Πέμπτη,1
73006,HD,Παρασκευή,1
73006,HD,Σάββατο,1
73006,HD,Κυριακή,1
73007,HD,Τετάρτη,1
73007,HD,Πέμπτη,1
73007,HD,Παρασκευή,1
73007,HD,Σάββατο,1
73007,HD,Κυριακή,1
73008,HD,Τετάρτη,1
73008,HD,Πέμπτη,1
73008,HD,Παρασκευή,1
73008,HD,Σάββατο,1
73008,HD,Κυριακή,1
73009,HD,Τετάρτη,1
73009,HD,Πέμπτη,1
73009,HD,Παρασκευή,1
73009,HD,Σάββατο,1
73009,HD,Κυριακή,1
73011,HD,Τετάρτη,1
73011,HD,Πέμπτη,1
73011,HD,Παρασκευή,1
73011,HD,Σάββατο,1
73011,HD,Κυριακή,1
73012,HD,Τετάρτη,1
73012,HD,Πέμπτη,1
73012,HD,Παρασκευή,1
73012,HD,Σάββατο,1
73012,HD,Κυριακή,1
73014,HD,Τετάρτη,1
73014,HD,Πέμπτη,1
73014,HD,Παρασκευή,1
73014,HD,Σάββατο,1
73014,HD,Κυριακή,1
73132,HD,Τετάρτη,1
73132,HD,Πέμπτη,1
73132,HD,Παρασκευή,1
73132,HD,Σάββατο,1
73132,HD,Κυριακή,1
73133,HD,Τετάρτη,1
73133,HD,Πέμπτη,1
73133,HD,Παρασκευή,1
73133,HD,Σάββατο,1
73133,HD,Κυριακή,1
73134,HD,Τετάρτη,1
73134,HD,Πέμπτη,1
73134,HD,Παρασκευή,1
73134,HD,Σάββατο,1
73134,HD,Κυριακή,1
73135,HD,Τετάρτη,1
73135,HD,Πέμπτη,1
73135,HD,Παρασκευή,1
73135,HD,Σάββατο,1
73135,HD,Κυριακή,1
73136,HD,Τετάρτη,1
73136,HD,Πέμπτη,1
73136,HD,Παρασκευή,1
73136,HD,Σάββατο,1
73136,HD,Κυριακή,1
73200,HD,Τετάρτη,1
73200,HD,Πέμπτη,1
73200,HD,Παρασκευή,1
73200,HD,Σάββατο,1
73200,HD,Κυριακή,1
73300,HD,Τετάρτη,1
73300,HD,Πέμπτη,1
73300,HD,Παρασκευή,1
73300,HD,Σάββατο,1
73300,HD,Κυριακή,1
73400,HD,Τετάρτη,1
73400,HD,Πέμπτη,1
73400,HD,Παρασκευή,1
73400,HD,Σάββατο,1
73400,HD,Κυριακή,1
74055,HD,Τετάρτη,1
74055,HD,Πέμπτη,1
74055,HD,Παρασκευή,1
74055,HD,Σάββατο,1
74055,HD,Κυριακή,1
40001,FRW,null,1
40002,FRW,null,1
40003,HD,Τετάρτη,1
40003,HD,Πέμπτη,1
40003,HD,Παρασκευή,1
40003,HD,Σάββατο,1
40003,HD,Κυριακή,1
40004,HD,Τετάρτη,1
40004,HD,Πέμπτη,1
40004,HD,Παρασκευή,1
40004,HD,Σάββατο,1
40004,HD,Κυριακή,1
40005,FRW,null,1
40006,HD,Τετάρτη,1
40006,HD,Πέμπτη,1
40006,HD,Παρασκευή,1
40006,HD,Σάββατο,1
40006,HD,Κυριακή,1
40007,HD,Τετάρτη,1
40007,HD,Πέμπτη,1
40007,HD,Παρασκευή,1
40007,HD,Σάββατο,1
40007,HD,Κυριακή,1
40009,HD,Τετάρτη,1
40009,HD,Πέμπτη,1
40009,HD,Παρασκευή,1
40009,HD,Σάββατο,1
40009,HD,Κυριακή,1
40011,HD,Τετάρτη,1
40011,HD,Πέμπτη,1
40011,HD,Παρασκευή,1
40011,HD,Σάββατο,1
40011,HD,Κυριακή,1
40100,HD,Τετάρτη,1
40100,HD,Πέμπτη,1
40100,HD,Παρασκευή,1
40100,HD,Σάββατο,1
40100,HD,Κυριακή,1
40200,HD,Τετάρτη,1
40200,HD,Πέμπτη,1
40200,HD,Παρασκευή,1
40200,HD,Σάββατο,1
40200,HD,Κυριακή,1
40300,HD,Τετάρτη,1
40300,HD,Πέμπτη,1
40300,HD,Παρασκευή,1
40300,HD,Σάββατο,1
40300,HD,Κυριακή,1
40400,HD,Τετάρτη,1
40400,HD,Πέμπτη,1
40400,HD,Παρασκευή,1
40400,HD,Σάββατο,1
40400,HD,Κυριακή,1
41221,HD,Τετάρτη,1
41221,HD,Πέμπτη,1
41221,HD,Παρασκευή,1
41221,HD,Σάββατο,1
41221,HD,Κυριακή,1
41222,HD,Τετάρτη,1
41222,HD,Πέμπτη,1
41222,HD,Παρασκευή,1
41222,HD,Σάββατο,1
41222,HD,Κυριακή,1
41223,HD,Τετάρτη,1
41223,HD,Πέμπτη,1
41223,HD,Παρασκευή,1
41223,HD,Σάββατο,1
41223,HD,Κυριακή,1
41334,HD,Τετάρτη,1
41334,HD,Πέμπτη,1
41334,HD,Παρασκευή,1
41334,HD,Σάββατο,1
41334,HD,Κυριακή,1
41335,HD,Τετάρτη,1
41335,HD,Πέμπτη,1
41335,HD,Παρασκευή,1
41335,HD,Σάββατο,1
41335,HD,Κυριακή,1
41336,HD,Τετάρτη,1
41336,HD,Πέμπτη,1
41336,HD,Παρασκευή,1
41336,HD,Σάββατο,1
41336,HD,Κυριακή,1
41447,HD,Τετάρτη,1
41447,HD,Πέμπτη,1
41447,HD,Παρασκευή,1
41447,HD,Σάββατο,1
41447,HD,Κυριακή,1
41500,HD,Τετάρτη,1
41500,HD,Πέμπτη,1
41500,HD,Παρασκευή,1
41500,HD,Σάββατο,1
41500,HD,Κυριακή,1
41448,HD,Τετάρτη,1
41448,HD,Πέμπτη,1
41448,HD,Παρασκευή,1
41448,HD,Σάββατο,1
41448,HD,Κυριακή,1
41005,HD,Τετάρτη,1
41005,HD,Πέμπτη,1
41005,HD,Παρασκευή,1
41005,HD,Σάββατο,1
41005,HD,Κυριακή,1
37001,HD,Τετάρτη,1
37001,HD,Πέμπτη,1
37001,HD,Παρασκευή,1
37001,HD,Σάββατο,1
37001,HD,Κυριακή,1
37006,HD,Τετάρτη,1
37006,HD,Πέμπτη,1
37006,HD,Παρασκευή,1
37006,HD,Σάββατο,1
37006,HD,Κυριακή,1
37008,HD,Τετάρτη,1
37008,HD,Πέμπτη,1
37008,HD,Παρασκευή,1
37008,HD,Σάββατο,1
37008,HD,Κυριακή,1
37009,FRW,null,1
37010,HD,Τετάρτη,1
37010,HD,Πέμπτη,1
37010,HD,Παρασκευή,1
37010,HD,Σάββατο,1
37010,HD,Κυριακή,1
37011,HD,Τετάρτη,1
37011,HD,Πέμπτη,1
37011,HD,Παρασκευή,1
37011,HD,Σάββατο,1
37011,HD,Κυριακή,1
37012,HD,Τετάρτη,1
37012,HD,Πέμπτη,1
37012,HD,Παρασκευή,1
37012,HD,Σάββατο,1
37012,HD,Κυριακή,1
37013,HD,Τετάρτη,1
37013,HD,Πέμπτη,1
37013,HD,Παρασκευή,1
37013,HD,Σάββατο,1
37013,HD,Κυριακή,1
37100,HD,Τετάρτη,1
37100,HD,Πέμπτη,1
37100,HD,Παρασκευή,1
37100,HD,Σάββατο,1
37100,HD,Κυριακή,1
37300,HD,Τετάρτη,1
37300,HD,Πέμπτη,1
37300,HD,Παρασκευή,1
37300,HD,Σάββατο,1
37300,HD,Κυριακή,1
37500,HD,Τετάρτη,1
37500,HD,Πέμπτη,1
37500,HD,Παρασκευή,1
37500,HD,Σάββατο,1
37500,HD,Κυριακή,1
38500,HD,Τετάρτη,1
38500,HD,Πέμπτη,1
38500,HD,Παρασκευή,1
38500,HD,Σάββατο,1
38500,HD,Κυριακή,1
37400,HD,Τετάρτη,1
37400,HD,Πέμπτη,1
37400,HD,Παρασκευή,1
37400,HD,Σάββατο,1
37400,HD,Κυριακή,1
38221,HD,Τετάρτη,1
38221,HD,Πέμπτη,1
38221,HD,Παρασκευή,1
38221,HD,Σάββατο,1
38221,HD,Κυριακή,1
38222,HD,Τετάρτη,1
38222,HD,Πέμπτη,1
38222,HD,Παρασκευή,1
38222,HD,Σάββατο,1
38222,HD,Κυριακή,1
38333,HD,Τετάρτη,1
38333,HD,Πέμπτη,1
38333,HD,Παρασκευή,1
38333,HD,Σάββατο,1
38333,HD,Κυριακή,1
38334,HD,Τετάρτη,1
38334,HD,Πέμπτη,1
38334,HD,Παρασκευή,1
38334,HD,Σάββατο,1
38334,HD,Κυριακή,1
38445,HD,Τετάρτη,1
38445,HD,Πέμπτη,1
38445,HD,Παρασκευή,1
38445,HD,Σάββατο,1
38445,HD,Κυριακή,1
38446,HD,Τετάρτη,1
38446,HD,Πέμπτη,1
38446,HD,Παρασκευή,1
38446,HD,Σάββατο,1
38446,HD,Κυριακή,1
42031,HD,Τετάρτη,1
42031,HD,Πέμπτη,1
42031,HD,Παρασκευή,1
42031,HD,Σάββατο,1
42031,HD,Κυριακή,1
42032,FRW,null,1
42033,FRW,null,1
42036,FRW,null,1
42037,FRW,null,1
42100,HD,Τετάρτη,1
42100,HD,Πέμπτη,1
42100,HD,Παρασκευή,1
42100,HD,Σάββατο,1
42100,HD,Κυριακή,1
42131,HD,Τετάρτη,1
42131,HD,Πέμπτη,1
42131,HD,Παρασκευή,1
42131,HD,Σάββατο,1
42131,HD,Κυριακή,1
42132,HD,Τετάρτη,1
42132,HD,Πέμπτη,1
42132,HD,Παρασκευή,1
42132,HD,Σάββατο,1
42132,HD,Κυριακή,1
42200,FRW,null,1
42300,HD,Τετάρτη,1
42300,HD,Πέμπτη,1
42300,HD,Παρασκευή,1
42300,HD,Σάββατο,1
42300,HD,Κυριακή,1
43060,FRW,null,1
43061,HD,Τετάρτη,1
43061,HD,Πέμπτη,1
43061,HD,Παρασκευή,1
43061,HD,Σάββατο,1
43061,HD,Κυριακή,1
43062,HD,Τετάρτη,1
43062,HD,Πέμπτη,1
43062,HD,Παρασκευή,1
43062,HD,Σάββατο,1
43062,HD,Κυριακή,1
43063,FRW,null,1
43064,HD,Τετάρτη,1
43064,HD,Πέμπτη,1
43064,HD,Παρασκευή,1
43064,HD,Σάββατο,1
43064,HD,Κυριακή,1
43065,FRW,null,1
43066,FRW,null,1
43067,FRW,null,1
43068,FRW,null,1
43070,HD,Τετάρτη,1
43070,HD,Πέμπτη,1
43070,HD,Παρασκευή,1
43070,HD,Σάββατο,1
43070,HD,Κυριακή,1
43100,HD,Τετάρτη,1
43100,HD,Πέμπτη,1
43100,HD,Παρασκευή,1
43100,HD,Σάββατο,1
43100,HD,Κυριακή,1
43131,HD,Τετάρτη,1
43131,HD,Πέμπτη,1
43131,HD,Παρασκευή,1
43131,HD,Σάββατο,1
43131,HD,Κυριακή,1
43132,HD,Τετάρτη,1
43132,HD,Πέμπτη,1
43132,HD,Παρασκευή,1
43132,HD,Σάββατο,1
43132,HD,Κυριακή,1
43200,HD,Τετάρτη,1
43200,HD,Πέμπτη,1
43200,HD,Παρασκευή,1
43200,HD,Σάββατο,1
43200,HD,Κυριακή,1
43300,HD,Τετάρτη,1
43300,HD,Πέμπτη,1
43300,HD,Παρασκευή,1
43300,HD,Σάββατο,1
43300,HD,Κυριακή,1
72051,HD,Τετάρτη,1
72051,HD,Πέμπτη,1
72051,HD,Παρασκευή,1
72051,HD,Σάββατο,1
72051,HD,Κυριακή,1
72052,HD,Τετάρτη,1
72052,HD,Πέμπτη,1
72052,HD,Παρασκευή,1
72052,HD,Σάββατο,1
72052,HD,Κυριακή,1
72053,HD,Τετάρτη,1
72053,HD,Πέμπτη,1
72053,HD,Παρασκευή,1
72053,HD,Σάββατο,1
72053,HD,Κυριακή,1
72055,HD,Τετάρτη,1
72055,HD,Πέμπτη,1
72055,HD,Παρασκευή,1
72055,HD,Σάββατο,1
72055,HD,Κυριακή,1
72056,HD,Τετάρτη,1
72056,HD,Πέμπτη,1
72056,HD,Παρασκευή,1
72056,HD,Σάββατο,1
72056,HD,Κυριακή,1
72057,HD,Τετάρτη,1
72057,HD,Πέμπτη,1
72057,HD,Παρασκευή,1
72057,HD,Σάββατο,1
72057,HD,Κυριακή,1
72059,HD,Τετάρτη,1
72059,HD,Πέμπτη,1
72059,HD,Παρασκευή,1
72059,HD,Σάββατο,1
72059,HD,Κυριακή,1
72100,HD,Τετάρτη,1
72100,HD,Πέμπτη,1
72100,HD,Παρασκευή,1
72100,HD,Σάββατο,1
72100,HD,Κυριακή,1
72200,HD,Τετάρτη,1
72200,HD,Πέμπτη,1
72200,HD,Παρασκευή,1
72200,HD,Σάββατο,1
72200,HD,Κυριακή,1
72300,HD,Τετάρτη,1
72300,HD,Πέμπτη,1
72300,HD,Παρασκευή,1
72300,HD,Σάββατο,1
72300,HD,Κυριακή,1
72400,HD,Τετάρτη,1
72400,HD,Πέμπτη,1
72400,HD,Παρασκευή,1
72400,HD,Σάββατο,1
72400,HD,Κυριακή,1
74051,HD,Τετάρτη,1
74051,HD,Πέμπτη,1
74051,HD,Παρασκευή,1
74051,HD,Σάββατο,1
74051,HD,Κυριακή,1
74052,HD,Τετάρτη,1
74052,HD,Πέμπτη,1
74052,HD,Παρασκευή,1
74052,HD,Σάββατο,1
74052,HD,Κυριακή,1
74053,HD,Τετάρτη,1
74053,HD,Πέμπτη,1
74053,HD,Παρασκευή,1
74053,HD,Σάββατο,1
74053,HD,Κυριακή,1
74054,HD,Τετάρτη,1
74054,HD,Πέμπτη,1
74054,HD,Παρασκευή,1
74054,HD,Σάββατο,1
74054,HD,Κυριακή,1
74055,HD,Τετάρτη,1
74055,HD,Πέμπτη,1
74055,HD,Παρασκευή,1
74055,HD,Σάββατο,1
74055,HD,Κυριακή,1
74057,HD,Τετάρτη,1
74057,HD,Πέμπτη,1
74057,HD,Παρασκευή,1
74057,HD,Σάββατο,1
74057,HD,Κυριακή,1
74058,HD,Τετάρτη,1
74058,HD,Πέμπτη,1
74058,HD,Παρασκευή,1
74058,HD,Σάββατο,1
74058,HD,Κυριακή,1
74060,HD,Τετάρτη,1
74060,HD,Πέμπτη,1
74060,HD,Παρασκευή,1
74060,HD,Σάββατο,1
74060,HD,Κυριακή,1
74061,HD,Τετάρτη,1
74061,HD,Πέμπτη,1
74061,HD,Παρασκευή,1
74061,HD,Σάββατο,1
74061,HD,Κυριακή,1
74100,HD,Τετάρτη,1
74100,HD,Πέμπτη,1
74100,HD,Παρασκευή,1
74100,HD,Σάββατο,1
74100,HD,Κυριακή,1
70001,HD,Τετάρτη,1
70001,HD,Πέμπτη,1
70001,HD,Παρασκευή,1
70001,HD,Σάββατο,1
70001,HD,Κυριακή,1
70002,HD,Τετάρτη,1
70002,HD,Πέμπτη,1
70002,HD,Παρασκευή,1
70002,HD,Σάββατο,1
70002,HD,Κυριακή,1
70003,HD,Τετάρτη,1
70003,HD,Πέμπτη,1
70003,HD,Παρασκευή,1
70003,HD,Σάββατο,1
70003,HD,Κυριακή,1
70004,HD,Τετάρτη,1
70004,HD,Πέμπτη,1
70004,HD,Παρασκευή,1
70004,HD,Σάββατο,1
70004,HD,Κυριακή,1
70005,HD,Τετάρτη,1
70005,HD,Πέμπτη,1
70005,HD,Παρασκευή,1
70005,HD,Σάββατο,1
70005,HD,Κυριακή,1
70006,HD,Τετάρτη,1
70006,HD,Πέμπτη,1
70006,HD,Παρασκευή,1
70006,HD,Σάββατο,1
70006,HD,Κυριακή,1
70007,HD,Τετάρτη,1
70007,HD,Πέμπτη,1
70007,HD,Παρασκευή,1
70007,HD,Σάββατο,1
70007,HD,Κυριακή,1
70008,HD,Τετάρτη,1
70008,HD,Πέμπτη,1
70008,HD,Παρασκευή,1
70008,HD,Σάββατο,1
70008,HD,Κυριακή,1
70010,HD,Τετάρτη,1
70010,HD,Πέμπτη,1
70010,HD,Παρασκευή,1
70010,HD,Σάββατο,1
70010,HD,Κυριακή,1
70011,HD,Τετάρτη,1
70011,HD,Πέμπτη,1
70011,HD,Παρασκευή,1
70011,HD,Σάββατο,1
70011,HD,Κυριακή,1
70012,HD,Τετάρτη,1
70012,HD,Πέμπτη,1
70012,HD,Παρασκευή,1
70012,HD,Σάββατο,1
70012,HD,Κυριακή,1
70013,HD,Τετάρτη,1
70013,HD,Πέμπτη,1
70013,HD,Παρασκευή,1
70013,HD,Σάββατο,1
70013,HD,Κυριακή,1
70014,HD,Τετάρτη,1
70014,HD,Πέμπτη,1
70014,HD,Παρασκευή,1
70014,HD,Σάββατο,1
70014,HD,Κυριακή,1
70016,HD,Τετάρτη,1
70016,HD,Πέμπτη,1
70016,HD,Παρασκευή,1
70016,HD,Σάββατο,1
70016,HD,Κυριακή,1
70100,HD,Τετάρτη,1
70100,HD,Πέμπτη,1
70100,HD,Παρασκευή,1
70100,HD,Σάββατο,1
70100,HD,Κυριακή,1
70200,HD,Τετάρτη,1
70200,HD,Πέμπτη,1
70200,HD,Παρασκευή,1
70200,HD,Σάββατο,1
70200,HD,Κυριακή,1
70300,HD,Τετάρτη,1
70300,HD,Πέμπτη,1
70300,HD,Παρασκευή,1
70300,HD,Σάββατο,1
70300,HD,Κυριακή,1
70400,HD,Τετάρτη,1
70400,HD,Πέμπτη,1
70400,HD,Παρασκευή,1
70400,HD,Σάββατο,1
70400,HD,Κυριακή,1
71201,HD,Τετάρτη,1
71201,HD,Πέμπτη,1
71201,HD,Παρασκευή,1
71201,HD,Σάββατο,1
71201,HD,Κυριακή,1
71202,HD,Τετάρτη,1
71202,HD,Πέμπτη,1
71202,HD,Παρασκευή,1
71202,HD,Σάββατο,1
71202,HD,Κυριακή,1
71303,HD,Τετάρτη,1
71303,HD,Πέμπτη,1
71303,HD,Παρασκευή,1
71303,HD,Σάββατο,1
71303,HD,Κυριακή,1
71304,HD,Τετάρτη,1
71304,HD,Πέμπτη,1
71304,HD,Παρασκευή,1
71304,HD,Σάββατο,1
71304,HD,Κυριακή,1
71305,HD,Τετάρτη,1
71305,HD,Πέμπτη,1
71305,HD,Παρασκευή,1
71305,HD,Σάββατο,1
71305,HD,Κυριακή,1
71306,HD,Τετάρτη,1
71306,HD,Πέμπτη,1
71306,HD,Παρασκευή,1
71306,HD,Σάββατο,1
71306,HD,Κυριακή,1
71307,HD,Τετάρτη,1
71307,HD,Πέμπτη,1
71307,HD,Παρασκευή,1
71307,HD,Σάββατο,1
71307,HD,Κυριακή,1
71409,HD,Τετάρτη,1
71409,HD,Πέμπτη,1
71409,HD,Παρασκευή,1
71409,HD,Σάββατο,1
71409,HD,Κυριακή,1
71410,HD,Τετάρτη,1
71410,HD,Πέμπτη,1
71410,HD,Παρασκευή,1
71410,HD,Σάββατο,1
71410,HD,Κυριακή,1
71414,HD,Τετάρτη,1
71414,HD,Πέμπτη,1
71414,HD,Παρασκευή,1
71414,HD,Σάββατο,1
71414,HD,Κυριακή,1
71500,HD,Τετάρτη,1
71500,HD,Πέμπτη,1
71500,HD,Παρασκευή,1
71500,HD,Σάββατο,1
71500,HD,Κυριακή,1
71601,HD,Τετάρτη,1
71601,HD,Πέμπτη,1
71601,HD,Παρασκευή,1
71601,HD,Σάββατο,1
71601,HD,Κυριακή,1
85100,HD,Τετάρτη,1
85100,HD,Πέμπτη,1
85100,HD,Παρασκευή,1
85100,HD,Σάββατο,1
85100,HD,Κυριακή,1
85101,HD,Τετάρτη,1
85101,HD,Πέμπτη,1
85101,HD,Παρασκευή,1
85101,HD,Σάββατο,1
85101,HD,Κυριακή,1
85102,HD,Τετάρτη,1
85102,HD,Πέμπτη,1
85102,HD,Παρασκευή,1
85102,HD,Σάββατο,1
85102,HD,Κυριακή,1
85103,HD,Τετάρτη,1
85103,HD,Πέμπτη,1
85103,HD,Παρασκευή,1
85103,HD,Σάββατο,1
85103,HD,Κυριακή,1
85104,HD,Τετάρτη,1
85104,HD,Πέμπτη,1
85104,HD,Παρασκευή,1
85104,HD,Σάββατο,1
85104,HD,Κυριακή,1
85105,HD,Τετάρτη,1
85105,HD,Πέμπτη,1
85105,HD,Παρασκευή,1
85105,HD,Σάββατο,1
85105,HD,Κυριακή,1
85106,HD,Τετάρτη,1
85106,HD,Πέμπτη,1
85106,HD,Παρασκευή,1
85106,HD,Σάββατο,1
85106,HD,Κυριακή,1
85107,HD,Τετάρτη,1
85107,HD,Πέμπτη,1
85107,HD,Παρασκευή,1
85107,HD,Σάββατο,1
85107,HD,Κυριακή,1
85108,HD,Τετάρτη,1
85108,HD,Πέμπτη,1
85108,HD,Παρασκευή,1
85108,HD,Σάββατο,1
85108,HD,Κυριακή,1
85109,HD,Τετάρτη,1
85109,HD,Πέμπτη,1
85109,HD,Παρασκευή,1
85109,HD,Σάββατο,1
85109,HD,Κυριακή,1
85131,HD,Τετάρτη,1
85131,HD,Πέμπτη,1
85131,HD,Παρασκευή,1
85131,HD,Σάββατο,1
85131,HD,Κυριακή,1
85132,HD,Τετάρτη,1
85132,HD,Πέμπτη,1
85132,HD,Παρασκευή,1
85132,HD,Σάββατο,1
85132,HD,Κυριακή,1
85133,HD,Τετάρτη,1
85133,HD,Πέμπτη,1
85133,HD,Παρασκευή,1
85133,HD,Σάββατο,1
85133,HD,Κυριακή,1
23051,HD,Τετάρτη,1
23051,HD,Πέμπτη,1
23051,HD,Παρασκευή,1
23051,HD,Σάββατο,1
23051,HD,Κυριακή,1
23052,HD,Τετάρτη,1
23052,HD,Πέμπτη,1
23052,HD,Παρασκευή,1
23052,HD,Σάββατο,1
23052,HD,Κυριακή,1
23053,HD,Τετάρτη,1
23053,HD,Πέμπτη,1
23053,HD,Παρασκευή,1
23053,HD,Σάββατο,1
23053,HD,Κυριακή,1
23054,HD,Τετάρτη,1
23054,HD,Πέμπτη,1
23054,HD,Παρασκευή,1
23054,HD,Σάββατο,1
23054,HD,Κυριακή,1
23055,HD,Τετάρτη,1
23055,HD,Πέμπτη,1
23055,HD,Παρασκευή,1
23055,HD,Σάββατο,1
23055,HD,Κυριακή,1
23056,HD,Τετάρτη,1
23056,HD,Πέμπτη,1
23056,HD,Παρασκευή,1
23056,HD,Σάββατο,1
23056,HD,Κυριακή,1
23057,HD,Τετάρτη,1
23057,HD,Πέμπτη,1
23057,HD,Παρασκευή,1
23057,HD,Σάββατο,1
23057,HD,Κυριακή,1
23058,HD,Τετάρτη,1
23058,HD,Πέμπτη,1
23058,HD,Παρασκευή,1
23058,HD,Σάββατο,1
23058,HD,Κυριακή,1
23059,HD,Τετάρτη,1
23059,HD,Πέμπτη,1
23059,HD,Παρασκευή,1
23059,HD,Σάββατο,1
23059,HD,Κυριακή,1
23060,HD,Τετάρτη,1
23060,HD,Πέμπτη,1
23060,HD,Παρασκευή,1
23060,HD,Σάββατο,1
23060,HD,Κυριακή,1
23062,HD,Τετάρτη,1
23062,HD,Πέμπτη,1
23062,HD,Παρασκευή,1
23062,HD,Σάββατο,1
23062,HD,Κυριακή,1
23067,HD,Τετάρτη,1
23067,HD,Πέμπτη,1
23067,HD,Παρασκευή,1
23067,HD,Σάββατο,1
23067,HD,Κυριακή,1
23070,HD,Τετάρτη,1
23070,HD,Πέμπτη,1
23070,HD,Παρασκευή,1
23070,HD,Σάββατο,1
23070,HD,Κυριακή,1
23071,HD,Τετάρτη,1
23071,HD,Πέμπτη,1
23071,HD,Παρασκευή,1
23071,HD,Σάββατο,1
23071,HD,Κυριακή,1
23100,HD,Τετάρτη,1
23100,HD,Πέμπτη,1
23100,HD,Παρασκευή,1
23100,HD,Σάββατο,1
23100,HD,Κυριακή,1
23200,HD,Τετάρτη,1
23200,HD,Πέμπτη,1
23200,HD,Παρασκευή,1
23200,HD,Σάββατο,1
23200,HD,Κυριακή,1
24001,HD,Τετάρτη,1
24001,HD,Πέμπτη,1
24001,HD,Παρασκευή,1
24001,HD,Σάββατο,1
24001,HD,Κυριακή,1
24002,HD,Τετάρτη,1
24002,HD,Πέμπτη,1
24002,HD,Παρασκευή,1
24002,HD,Σάββατο,1
24002,HD,Κυριακή,1
24003,HD,Τετάρτη,1
24003,HD,Πέμπτη,1
24003,HD,Παρασκευή,1
24003,HD,Σάββατο,1
24003,HD,Κυριακή,1
24004,HD,Τετάρτη,1
24004,HD,Πέμπτη,1
24004,HD,Παρασκευή,1
24004,HD,Σάββατο,1
24004,HD,Κυριακή,1
24005,HD,Τετάρτη,1
24005,HD,Πέμπτη,1
24005,HD,Παρασκευή,1
24005,HD,Σάββατο,1
24005,HD,Κυριακή,1
24006,HD,Τετάρτη,1
24006,HD,Πέμπτη,1
24006,HD,Παρασκευή,1
24006,HD,Σάββατο,1
24006,HD,Κυριακή,1
24008,HD,Τετάρτη,1
24008,HD,Πέμπτη,1
24008,HD,Παρασκευή,1
24008,HD,Σάββατο,1
24008,HD,Κυριακή,1
24009,HD,Τετάρτη,1
24009,HD,Πέμπτη,1
24009,HD,Παρασκευή,1
24009,HD,Σάββατο,1
24009,HD,Κυριακή,1
24010,HD,Τετάρτη,1
24010,HD,Πέμπτη,1
24010,HD,Παρασκευή,1
24010,HD,Σάββατο,1
24010,HD,Κυριακή,1
24011,HD,Τετάρτη,1
24011,HD,Πέμπτη,1
24011,HD,Παρασκευή,1
24011,HD,Σάββατο,1
24011,HD,Κυριακή,1
24013,HD,Τετάρτη,1
24013,HD,Πέμπτη,1
24013,HD,Παρασκευή,1
24013,HD,Σάββατο,1
24013,HD,Κυριακή,1
24014,HD,Τετάρτη,1
24014,HD,Πέμπτη,1
24014,HD,Παρασκευή,1
24014,HD,Σάββατο,1
24014,HD,Κυριακή,1
24015,HD,Τετάρτη,1
24015,HD,Πέμπτη,1
24015,HD,Παρασκευή,1
24015,HD,Σάββατο,1
24015,HD,Κυριακή,1
24016,HD,Τετάρτη,1
24016,HD,Πέμπτη,1
24016,HD,Παρασκευή,1
24016,HD,Σάββατο,1
24016,HD,Κυριακή,1
24022,HD,Τετάρτη,1
24022,HD,Πέμπτη,1
24022,HD,Παρασκευή,1
24022,HD,Σάββατο,1
24022,HD,Κυριακή,1
24024,HD,Τετάρτη,1
24024,HD,Πέμπτη,1
24024,HD,Παρασκευή,1
24024,HD,Σάββατο,1
24024,HD,Κυριακή,1
24100,HD,Τετάρτη,1
24100,HD,Πέμπτη,1
24100,HD,Παρασκευή,1
24100,HD,Σάββατο,1
24100,HD,Κυριακή,1
24131,HD,Τετάρτη,1
24131,HD,Πέμπτη,1
24131,HD,Παρασκευή,1
24131,HD,Σάββατο,1
24131,HD,Κυριακή,1
24132,HD,Τετάρτη,1
24132,HD,Πέμπτη,1
24132,HD,Παρασκευή,1
24132,HD,Σάββατο,1
24132,HD,Κυριακή,1
24133,HD,Τετάρτη,1
24133,HD,Πέμπτη,1
24133,HD,Παρασκευή,1
24133,HD,Σάββατο,1
24133,HD,Κυριακή,1
24134,HD,Τετάρτη,1
24134,HD,Πέμπτη,1
24134,HD,Παρασκευή,1
24134,HD,Σάββατο,1
24134,HD,Κυριακή,1
24200,HD,Τετάρτη,1
24200,HD,Πέμπτη,1
24200,HD,Παρασκευή,1
24200,HD,Σάββατο,1
24200,HD,Κυριακή,1
24300,HD,Τετάρτη,1
24300,HD,Πέμπτη,1
24300,HD,Παρασκευή,1
24300,HD,Σάββατο,1
24300,HD,Κυριακή,1
24400,HD,Τετάρτη,1
24400,HD,Πέμπτη,1
24400,HD,Παρασκευή,1
24400,HD,Σάββατο,1
24400,HD,Κυριακή,1
24500,HD,Τετάρτη,1
24500,HD,Πέμπτη,1
24500,HD,Παρασκευή,1
24500,HD,Σάββατο,1
24500,HD,Κυριακή,1
24600,HD,Τετάρτη,1
24600,HD,Πέμπτη,1
24600,HD,Παρασκευή,1
24600,HD,Σάββατο,1
24600,HD,Κυριακή,1
22001,HD,Τετάρτη,1
22001,HD,Πέμπτη,1
22001,HD,Παρασκευή,1
22001,HD,Σάββατο,1
22001,HD,Κυριακή,1
22002,HD,Τετάρτη,1
22002,HD,Πέμπτη,1
22002,HD,Παρασκευή,1
22002,HD,Σάββατο,1
22002,HD,Κυριακή,1
22003,HD,Τετάρτη,1
22003,HD,Πέμπτη,1
22003,HD,Παρασκευή,1
22003,HD,Σάββατο,1
